Start Date,End Date,Group,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
11/1/2020,11/30/2020,By Month,United States,Male,All Ages,29252,159363,21908,14825,62,36373
12/1/2020,12/31/2020,By Month,United States,Male,All Ages,53464,194076,36067,28134,101,61444
1/1/2021,1/31/2021,By Month,United States,Male,All Ages,58573,198799,40326,32383,74,66553
2/1/2021,2/28/2021,By Month,United States,Male,All Ages,27664,150473,22206,15566,50,34335
3/1/2021,3/31/2021,By Month,United States,Male,All Ages,13049,143282,13898,7111,33,19863
4/1/2021,4/30/2021,By Month,United States,Male,All Ages,10441,136703,11878,5647,31,16697
5/1/2021,5/31/2021,By Month,United States,Male,All Ages,8177,136527,10556,4489,19,14256
6/1/2021,6/30/2021,By Month,United States,Male,All Ages,4369,130430,8586,2461,16,10506
7/1/2021,7/31/2021,By Month,United States,Male,All Ages,6281,136355,10080,3534,22,12844
8/1/2021,8/31/2021,By Month,United States,Male,All Ages,27610,162661,23631,16681,28,34574
9/1/2021,9/30/2021,By Month,United States,Male,All Ages,35830,166975,28732,21779,46,42813
10/1/2021,10/31/2021,By Month,United States,Male,All Ages,23985,159011,21654,14501,36,31163
11/1/2021,11/30/2021,By Month,United States,Male,All Ages,18398,153137,18065,10634,43,25861
12/1/2021,12/31/2021,By Month,United States,Male,All Ages,25794,169145,23085,14763,157,34260
1/1/2022,1/31/2022,By Month,United States,Male,All Ages,46896,195909,33396,24909,273,55575
2/1/2022,2/28/2022,By Month,United States,Male,All Ages,28069,153534,22121,15292,134,34984
3/1/2022,3/31/2022,By Month,United States,Male,All Ages,8446,140614,11028,4123,147,15479
4/1/2022,4/30/2022,By Month,United States,Male,All Ages,3241,128625,7716,1217,190,9919
5/1/2022,5/31/2022,By Month,United States,Male,All Ages,3881,133300,7965,1379,187,10641
6/1/2022,6/30/2022,By Month,United States,Male,All Ages,4875,129811,8069,1839,121,11215
7/1/2022,7/31/2022,By Month,United States,Male,All Ages,6678,135022,8497,2382,50,12833
8/1/2022,8/31/2022,By Month,United States,Male,All Ages,6943,128689,8507,2615,31,12857
9/1/2022,9/24/2022,By Month,United States,Male,All Ages,2879,64228,4092,1082,20,5905
1/1/2020,1/31/2020,By Month,Alabama,Male,All Ages,0,2400,151,0,23,175
2/1/2020,2/29/2020,By Month,Alabama,Male,All Ages,0,2391,137,0,24,162
3/1/2020,3/31/2020,By Month,Alabama,Male,All Ages,31,2489,164,0,19,205
4/1/2020,4/30/2020,By Month,Alabama,Male,All Ages,197,2553,214,57,0,360
5/1/2020,5/31/2020,By Month,Alabama,Male,All Ages,214,2649,205,64,0,357
6/1/2020,6/30/2020,By Month,Alabama,Male,All Ages,187,2518,166,57,0,296
7/1/2020,7/31/2020,By Month,Alabama,Male,All Ages,438,2930,276,149,0,565
8/1/2020,8/31/2020,By Month,Alabama,Male,All Ages,495,3034,301,184,0,613
9/1/2020,9/30/2020,By Month,Alabama,Male,All Ages,276,2703,230,90,0,416
10/1/2020,10/31/2020,By Month,Alabama,Male,All Ages,315,2737,234,103,0,446
11/1/2020,11/30/2020,By Month,Alabama,Male,All Ages,432,2912,263,140,0,556
12/1/2020,12/31/2020,By Month,Alabama,Male,All Ages,975,3691,490,335,0,1133
1/1/2021,1/31/2021,By Month,Alabama,Male,All Ages,1313,4113,653,501,0,1467
2/1/2021,2/28/2021,By Month,Alabama,Male,All Ages,525,2920,297,183,0,639
3/1/2021,3/31/2021,By Month,Alabama,Male,All Ages,208,2731,201,77,0,333
4/1/2021,4/30/2021,By Month,Alabama,Male,All Ages,111,2692,160,39,0,233
5/1/2021,5/31/2021,By Month,Alabama,Male,All Ages,115,2542,140,35,0,220
6/1/2021,6/30/2021,By Month,Alabama,Male,All Ages,69,2449,151,22,0,198
7/1/2021,7/31/2021,By Month,Alabama,Male,All Ages,141,2545,178,50,0,269
8/1/2021,8/31/2021,By Month,Alabama,Male,All Ages,908,3497,453,333,0,1028
9/1/2021,9/30/2021,By Month,Alabama,Male,All Ages,1082,3609,538,420,0,1200
10/1/2021,10/31/2021,By Month,Alabama,Male,All Ages,408,2902,286,158,0,538
11/1/2021,11/30/2021,By Month,Alabama,Male,All Ages,174,2619,177,61,0,293
12/1/2021,12/31/2021,By Month,Alabama,Male,All Ages,172,2822,201,47,0,328
1/1/2022,1/31/2022,By Month,Alabama,Male,All Ages,686,3436,373,224,0,839
2/1/2022,2/28/2022,By Month,Alabama,Male,All Ages,707,3135,392,263,0,839
3/1/2022,3/31/2022,By Month,Alabama,Male,All Ages,202,2561,191,71,0,325
4/1/2022,4/30/2022,By Month,Alabama,Male,All Ages,43,2431,122,0,0,158
5/1/2022,5/31/2022,By Month,Alabama,Male,All Ages,34,2394,122,0,0,147
6/1/2022,6/30/2022,By Month,Alabama,Male,All Ages,61,2384,108,19,0,150
7/1/2022,7/31/2022,By Month,Alabama,Male,All Ages,130,2481,133,32,0,232
8/1/2022,8/31/2022,By Month,Alabama,Male,All Ages,139,2309,143,41,0,241
9/1/2022,9/24/2022,By Month,Alabama,Male,All Ages,47,1025,62,16,0,93
1/1/2020,1/31/2020,By Month,Alaska,Male,All Ages,0,231,0,0,0,0
2/1/2020,2/29/2020,By Month,Alaska,Male,All Ages,0,211,0,0,0,0
3/1/2020,3/31/2020,By Month,Alaska,Male,All Ages,0,208,15,0,0,16
4/1/2020,4/30/2020,By Month,Alaska,Male,All Ages,0,198,10,0,0,11
5/1/2020,5/31/2020,By Month,Alaska,Male,All Ages,0,213,0,0,0,0
6/1/2020,6/30/2020,By Month,Alaska,Male,All Ages,0,222,0,0,0,0
7/1/2020,7/31/2020,By Month,Alaska,Male,All Ages,0,256,0,0,0,13
8/1/2020,8/31/2020,By Month,Alaska,Male,All Ages,14,254,14,0,0,22
9/1/2020,9/30/2020,By Month,Alaska,Male,All Ages,0,242,0,0,0,13
10/1/2020,10/31/2020,By Month,Alaska,Male,All Ages,14,269,19,0,0,26
11/1/2020,11/30/2020,By Month,Alaska,Male,All Ages,39,286,32,24,0,47
12/1/2020,12/31/2020,By Month,Alaska,Male,All Ages,60,308,42,31,0,72
1/1/2021,1/31/2021,By Month,Alaska,Male,All Ages,22,277,20,10,0,32
2/1/2021,2/28/2021,By Month,Alaska,Male,All Ages,13,214,12,0,0,19
3/1/2021,3/31/2021,By Month,Alaska,Male,All Ages,0,256,12,0,0,17
4/1/2021,4/30/2021,By Month,Alaska,Male,All Ages,12,246,10,0,0,15
5/1/2021,5/31/2021,By Month,Alaska,Male,All Ages,18,244,18,13,0,23
6/1/2021,6/30/2021,By Month,Alaska,Male,All Ages,0,253,0,0,0,0
7/1/2021,7/31/2021,By Month,Alaska,Male,All Ages,14,267,18,11,0,21
8/1/2021,8/31/2021,By Month,Alaska,Male,All Ages,74,344,54,46,0,82
9/1/2021,9/30/2021,By Month,Alaska,Male,All Ages,112,394,82,70,0,124
10/1/2021,10/31/2021,By Month,Alaska,Male,All Ages,140,398,96,85,0,151
11/1/2021,11/30/2021,By Month,Alaska,Male,All Ages,70,351,49,37,0,83
12/1/2021,12/31/2021,By Month,Alaska,Male,All Ages,32,334,33,19,0,46
1/1/2022,1/31/2022,By Month,Alaska,Male,All Ages,38,272,33,20,0,52
2/1/2022,2/28/2022,By Month,Alaska,Male,All Ages,43,267,31,25,0,49
3/1/2022,3/31/2022,By Month,Alaska,Male,All Ages,17,262,16,10,0,23
4/1/2022,4/30/2022,By Month,Alaska,Male,All Ages,0,221,11,0,0,16
5/1/2022,5/31/2022,By Month,Alaska,Male,All Ages,10,236,15,0,0,22
6/1/2022,6/30/2022,By Month,Alaska,Male,All Ages,0,270,0,0,0,13
7/1/2022,7/31/2022,By Month,Alaska,Male,All Ages,14,248,12,0,0,19
8/1/2022,8/31/2022,By Month,Alaska,Male,All Ages,0,181,11,0,0,17
9/1/2022,9/24/2022,By Month,Alaska,Male,All Ages,0,64,0,0,0,0
1/1/2020,1/31/2020,By Month,Arizona,Male,All Ages,0,3154,209,0,24,233
2/1/2020,2/29/2020,By Month,Arizona,Male,All Ages,0,2904,174,0,30,204
3/1/2020,3/31/2020,By Month,Arizona,Male,All Ages,45,3211,231,25,19,270
4/1/2020,4/30/2020,By Month,Arizona,Male,All Ages,217,3193,306,105,0,422
5/1/2020,5/31/2020,By Month,Arizona,Male,All Ages,283,3246,301,146,0,438
6/1/2020,6/30/2020,By Month,Arizona,Male,All Ages,503,3626,432,282,0,653
7/1/2020,7/31/2020,By Month,Arizona,Male,All Ages,1273,4746,958,759,0,1473
8/1/2020,8/31/2020,By Month,Arizona,Male,All Ages,528,3701,454,311,0,671
9/1/2020,9/30/2020,By Month,Arizona,Male,All Ages,157,2961,224,89,0,292
10/1/2020,10/31/2020,By Month,Arizona,Male,All Ages,152,3093,221,80,0,293
11/1/2020,11/30/2020,By Month,Arizona,Male,All Ages,502,3313,439,285,0,656
12/1/2020,12/31/2020,By Month,Arizona,Male,All Ages,1845,5264,1434,1198,0,2081
1/1/2021,1/31/2021,By Month,Arizona,Male,All Ages,2362,5788,1640,1441,0,2563
2/1/2021,2/28/2021,By Month,Arizona,Male,All Ages,1004,3817,778,636,0,1146
3/1/2021,3/31/2021,By Month,Arizona,Male,All Ages,283,3349,321,157,0,447
4/1/2021,4/30/2021,By Month,Arizona,Male,All Ages,149,3056,231,86,0,294
5/1/2021,5/31/2021,By Month,Arizona,Male,All Ages,143,3143,213,87,0,269
6/1/2021,6/30/2021,By Month,Arizona,Male,All Ages,121,3225,218,73,0,266
7/1/2021,7/31/2021,By Month,Arizona,Male,All Ages,174,3284,248,102,0,320
8/1/2021,8/31/2021,By Month,Arizona,Male,All Ages,466,3798,437,278,0,625
9/1/2021,9/30/2021,By Month,Arizona,Male,All Ages,709,3751,600,441,0,868
10/1/2021,10/31/2021,By Month,Arizona,Male,All Ages,661,3767,600,430,0,832
11/1/2021,11/30/2021,By Month,Arizona,Male,All Ages,966,4207,775,598,0,1143
12/1/2021,12/31/2021,By Month,Arizona,Male,All Ages,1269,4675,998,797,0,1475
1/1/2022,1/31/2022,By Month,Arizona,Male,All Ages,1218,4782,923,694,0,1451
2/1/2022,2/28/2022,By Month,Arizona,Male,All Ages,810,3803,603,448,0,965
3/1/2022,3/31/2022,By Month,Arizona,Male,All Ages,261,3477,306,143,0,426
4/1/2022,4/30/2022,By Month,Arizona,Male,All Ages,77,3080,173,34,0,220
5/1/2022,5/31/2022,By Month,Arizona,Male,All Ages,61,3173,186,19,0,234
6/1/2022,6/30/2022,By Month,Arizona,Male,All Ages,134,3090,199,62,0,272
7/1/2022,7/31/2022,By Month,Arizona,Male,All Ages,141,3365,164,62,0,244
8/1/2022,8/31/2022,By Month,Arizona,Male,All Ages,108,3042,176,37,0,247
9/1/2022,9/24/2022,By Month,Arizona,Male,All Ages,37,1647,82,16,0,103
1/1/2020,1/31/2020,By Month,Arkansas,Male,All Ages,0,1542,119,0,0,127
2/1/2020,2/29/2020,By Month,Arkansas,Male,All Ages,0,1428,89,0,17,106
3/1/2020,3/31/2020,By Month,Arkansas,Male,All Ages,0,1511,109,0,18,130
4/1/2020,4/30/2020,By Month,Arkansas,Male,All Ages,29,1412,121,0,0,143
5/1/2020,5/31/2020,By Month,Arkansas,Male,All Ages,46,1460,98,22,0,124
6/1/2020,6/30/2020,By Month,Arkansas,Male,All Ages,84,1533,109,44,0,149
7/1/2020,7/31/2020,By Month,Arkansas,Male,All Ages,160,1674,162,81,0,242
8/1/2020,8/31/2020,By Month,Arkansas,Male,All Ages,216,1686,198,100,0,314
9/1/2020,9/30/2020,By Month,Arkansas,Male,All Ages,221,1690,187,105,0,303
10/1/2020,10/31/2020,By Month,Arkansas,Male,All Ages,301,1734,248,167,0,384
11/1/2020,11/30/2020,By Month,Arkansas,Male,All Ages,397,1901,271,180,0,488
12/1/2020,12/31/2020,By Month,Arkansas,Male,All Ages,585,2115,368,282,0,671
1/1/2021,1/31/2021,By Month,Arkansas,Male,All Ages,627,2200,428,327,0,728
2/1/2021,2/28/2021,By Month,Arkansas,Male,All Ages,268,1701,252,152,0,369
3/1/2021,3/31/2021,By Month,Arkansas,Male,All Ages,113,1652,144,63,0,194
4/1/2021,4/30/2021,By Month,Arkansas,Male,All Ages,55,1503,98,28,0,125
5/1/2021,5/31/2021,By Month,Arkansas,Male,All Ages,43,1541,99,20,0,122
6/1/2021,6/30/2021,By Month,Arkansas,Male,All Ages,70,1549,114,36,0,148
7/1/2021,7/31/2021,By Month,Arkansas,Male,All Ages,239,1781,210,126,0,323
8/1/2021,8/31/2021,By Month,Arkansas,Male,All Ages,529,2111,394,309,0,615
9/1/2021,9/30/2021,By Month,Arkansas,Male,All Ages,430,1947,328,248,0,511
10/1/2021,10/31/2021,By Month,Arkansas,Male,All Ages,238,1826,226,138,0,327
11/1/2021,11/30/2021,By Month,Arkansas,Male,All Ages,137,1693,166,67,0,237
12/1/2021,12/31/2021,By Month,Arkansas,Male,All Ages,209,1905,235,107,0,337
1/1/2022,1/31/2022,By Month,Arkansas,Male,All Ages,425,2114,313,204,0,536
2/1/2022,2/28/2022,By Month,Arkansas,Male,All Ages,442,1879,328,240,0,530
3/1/2022,3/31/2022,By Month,Arkansas,Male,All Ages,118,1666,145,56,0,212
4/1/2022,4/30/2022,By Month,Arkansas,Male,All Ages,33,1486,89,0,0,114
5/1/2022,5/31/2022,By Month,Arkansas,Male,All Ages,19,1560,87,0,0,100
6/1/2022,6/30/2022,By Month,Arkansas,Male,All Ages,35,1482,86,12,0,109
7/1/2022,7/31/2022,By Month,Arkansas,Male,All Ages,65,1514,103,26,0,142
8/1/2022,8/31/2022,By Month,Arkansas,Male,All Ages,86,1489,97,31,0,153
9/1/2022,9/24/2022,By Month,Arkansas,Male,All Ages,41,805,42,11,0,72
1/1/2020,1/31/2020,By Month,California,Male,All Ages,0,13555,1063,0,132,1195
2/1/2020,2/29/2020,By Month,California,Male,All Ages,0,12548,995,0,146,1142
3/1/2020,3/31/2020,By Month,California,Male,All Ages,186,13412,1250,95,108,1449
4/1/2020,4/30/2020,By Month,California,Male,All Ages,1137,13690,1589,635,18,2109
5/1/2020,5/31/2020,By Month,California,Male,All Ages,1248,13335,1445,698,0,1998
6/1/2020,6/30/2020,By Month,California,Male,All Ages,1229,12913,1343,680,0,1894
7/1/2020,7/31/2020,By Month,California,Male,All Ages,2322,14838,2061,1328,0,3055
8/1/2020,8/31/2020,By Month,California,Male,All Ages,2201,14938,1984,1298,0,2888
9/1/2020,9/30/2020,By Month,California,Male,All Ages,1156,13079,1336,672,0,1820
10/1/2020,10/31/2020,By Month,California,Male,All Ages,850,13110,1168,487,0,1532
11/1/2020,11/30/2020,By Month,California,Male,All Ages,1536,14488,1619,823,0,2333
12/1/2020,12/31/2020,By Month,California,Male,All Ages,7821,22655,5386,4505,0,8704
1/1/2021,1/31/2021,By Month,California,Male,All Ages,11857,26923,8283,7391,0,12754
2/1/2021,2/28/2021,By Month,California,Male,All Ages,4721,16670,3832,3109,0,5449
3/1/2021,3/31/2021,By Month,California,Male,All Ages,1396,14447,1633,896,0,2134
4/1/2021,4/30/2021,By Month,California,Male,All Ages,598,12589,1000,340,0,1259
5/1/2021,5/31/2021,By Month,California,Male,All Ages,395,12622,835,211,0,1020
6/1/2021,6/30/2021,By Month,California,Male,All Ages,255,12347,783,139,0,899
7/1/2021,7/31/2021,By Month,California,Male,All Ages,520,12860,954,295,0,1179
8/1/2021,8/31/2021,By Month,California,Male,All Ages,2006,14839,1995,1263,0,2738
9/1/2021,9/30/2021,By Month,California,Male,All Ages,2495,14914,2417,1697,0,3215
10/1/2021,10/31/2021,By Month,California,Male,All Ages,1644,14649,1839,1103,0,2381
11/1/2021,11/30/2021,By Month,California,Male,All Ages,1442,14041,1733,958,0,2218
12/1/2021,12/31/2021,By Month,California,Male,All Ages,1381,15565,1816,894,0,2309
1/1/2022,1/31/2022,By Month,California,Male,All Ages,4033,18987,3262,2343,17,4965
2/1/2022,2/28/2022,By Month,California,Male,All Ages,2927,15606,2497,1748,0,3679
3/1/2022,3/31/2022,By Month,California,Male,All Ages,817,13499,1172,449,0,1542
4/1/2022,4/30/2022,By Month,California,Male,All Ages,268,12483,831,114,0,988
5/1/2022,5/31/2022,By Month,California,Male,All Ages,321,12905,815,134,0,1011
6/1/2022,6/30/2022,By Month,California,Male,All Ages,487,12598,833,194,17,1141
7/1/2022,7/31/2022,By Month,California,Male,All Ages,756,13346,916,283,0,1394
8/1/2022,8/31/2022,By Month,California,Male,All Ages,680,12841,940,260,0,1362
9/1/2022,9/24/2022,By Month,California,Male,All Ages,206,5703,371,84,0,495
1/1/2020,1/31/2020,By Month,Colorado,Male,All Ages,0,1936,115,0,22,137
2/1/2020,2/29/2020,By Month,Colorado,Male,All Ages,0,1814,112,0,18,130
3/1/2020,3/31/2020,By Month,Colorado,Male,All Ages,68,2050,171,40,24,223
4/1/2020,4/30/2020,By Month,Colorado,Male,All Ages,495,2433,406,276,0,627
5/1/2020,5/31/2020,By Month,Colorado,Male,All Ages,253,2155,211,125,0,339
6/1/2020,6/30/2020,By Month,Colorado,Male,All Ages,103,1943,135,51,0,187
7/1/2020,7/31/2020,By Month,Colorado,Male,All Ages,92,1975,124,49,0,167
8/1/2020,8/31/2020,By Month,Colorado,Male,All Ages,67,1932,109,37,0,139
9/1/2020,9/30/2020,By Month,Colorado,Male,All Ages,57,1832,94,24,0,128
10/1/2020,10/31/2020,By Month,Colorado,Male,All Ages,130,1992,152,66,0,216
11/1/2020,11/30/2020,By Month,Colorado,Male,All Ages,617,2501,391,313,0,695
12/1/2020,12/31/2020,By Month,Colorado,Male,All Ages,931,2829,616,534,0,1014
1/1/2021,1/31/2021,By Month,Colorado,Male,All Ages,410,2399,311,232,0,489
2/1/2021,2/28/2021,By Month,Colorado,Male,All Ages,199,1878,209,113,0,295
3/1/2021,3/31/2021,By Month,Colorado,Male,All Ages,127,2059,152,65,0,214
4/1/2021,4/30/2021,By Month,Colorado,Male,All Ages,130,1939,155,74,0,211
5/1/2021,5/31/2021,By Month,Colorado,Male,All Ages,177,1997,174,109,0,243
6/1/2021,6/30/2021,By Month,Colorado,Male,All Ages,112,1957,117,69,0,161
7/1/2021,7/31/2021,By Month,Colorado,Male,All Ages,118,2032,163,74,0,207
8/1/2021,8/31/2021,By Month,Colorado,Male,All Ages,193,2192,209,119,0,283
9/1/2021,9/30/2021,By Month,Colorado,Male,All Ages,324,2298,285,203,0,406
10/1/2021,10/31/2021,By Month,Colorado,Male,All Ages,487,2575,391,298,0,580
11/1/2021,11/30/2021,By Month,Colorado,Male,All Ages,683,2723,524,412,0,795
12/1/2021,12/31/2021,By Month,Colorado,Male,All Ages,663,2774,509,416,0,758
1/1/2022,1/31/2022,By Month,Colorado,Male,All Ages,643,2841,462,342,0,766
2/1/2022,2/28/2022,By Month,Colorado,Male,All Ages,366,2120,297,201,0,463
3/1/2022,3/31/2022,By Month,Colorado,Male,All Ages,144,2145,166,64,0,249
4/1/2022,4/30/2022,By Month,Colorado,Male,All Ages,53,1956,101,19,0,141
5/1/2022,5/31/2022,By Month,Colorado,Male,All Ages,60,1993,130,14,0,185
6/1/2022,6/30/2022,By Month,Colorado,Male,All Ages,97,1960,114,30,0,186
7/1/2022,7/31/2022,By Month,Colorado,Male,All Ages,103,1985,122,45,0,180
8/1/2022,8/31/2022,By Month,Colorado,Male,All Ages,72,1884,103,25,0,150
9/1/2022,9/24/2022,By Month,Colorado,Male,All Ages,22,917,37,10,0,49
1/1/2020,1/31/2020,By Month,Connecticut,Male,All Ages,0,1448,86,0,15,101
2/1/2020,2/29/2020,By Month,Connecticut,Male,All Ages,0,1371,90,0,21,111
3/1/2020,3/31/2020,By Month,Connecticut,Male,All Ages,75,1506,104,15,0,168
4/1/2020,4/30/2020,By Month,Connecticut,Male,All Ages,1206,2643,367,269,0,1307
5/1/2020,5/31/2020,By Month,Connecticut,Male,All Ages,705,1932,247,179,0,773
6/1/2020,6/30/2020,By Month,Connecticut,Male,All Ages,128,1337,77,29,0,176
7/1/2020,7/31/2020,By Month,Connecticut,Male,All Ages,35,1328,57,0,0,85
8/1/2020,8/31/2020,By Month,Connecticut,Male,All Ages,14,1248,50,0,0,60
9/1/2020,9/30/2020,By Month,Connecticut,Male,All Ages,18,1276,66,0,0,77
10/1/2020,10/31/2020,By Month,Connecticut,Male,All Ages,75,1406,76,25,0,126
11/1/2020,11/30/2020,By Month,Connecticut,Male,All Ages,249,1584,153,94,0,308
12/1/2020,12/31/2020,By Month,Connecticut,Male,All Ages,554,1941,288,222,0,620
1/1/2021,1/31/2021,By Month,Connecticut,Male,All Ages,511,1942,279,209,0,581
2/1/2021,2/28/2021,By Month,Connecticut,Male,All Ages,253,1466,159,110,0,302
3/1/2021,3/31/2021,By Month,Connecticut,Male,All Ages,134,1445,111,59,0,186
4/1/2021,4/30/2021,By Month,Connecticut,Male,All Ages,94,1293,87,35,0,146
5/1/2021,5/31/2021,By Month,Connecticut,Male,All Ages,74,1406,78,29,0,123
6/1/2021,6/30/2021,By Month,Connecticut,Male,All Ages,12,1322,54,0,0,62
7/1/2021,7/31/2021,By Month,Connecticut,Male,All Ages,10,1368,57,0,0,63
8/1/2021,8/31/2021,By Month,Connecticut,Male,All Ages,61,1485,107,31,0,137
9/1/2021,9/30/2021,By Month,Connecticut,Male,All Ages,110,1437,116,60,0,166
10/1/2021,10/31/2021,By Month,Connecticut,Male,All Ages,92,1505,127,46,0,173
11/1/2021,11/30/2021,By Month,Connecticut,Male,All Ages,108,1564,135,46,0,197
12/1/2021,12/31/2021,By Month,Connecticut,Male,All Ages,226,1683,207,122,0,312
1/1/2022,1/31/2022,By Month,Connecticut,Male,All Ages,562,2039,331,251,0,642
2/1/2022,2/28/2022,By Month,Connecticut,Male,All Ages,232,1478,169,107,0,294
3/1/2022,3/31/2022,By Month,Connecticut,Male,All Ages,42,1447,95,17,0,121
4/1/2022,4/30/2022,By Month,Connecticut,Male,All Ages,38,1338,89,0,0,125
5/1/2022,5/31/2022,By Month,Connecticut,Male,All Ages,53,1411,121,24,0,151
6/1/2022,6/30/2022,By Month,Connecticut,Male,All Ages,50,1308,94,15,0,130
7/1/2022,7/31/2022,By Month,Connecticut,Male,All Ages,41,1339,85,0,0,119
8/1/2022,8/31/2022,By Month,Connecticut,Male,All Ages,44,1267,107,17,0,134
9/1/2022,9/24/2022,By Month,Connecticut,Male,All Ages,40,708,66,0,0,98
1/1/2020,1/31/2020,By Month,Delaware,Male,All Ages,0,417,15,0,0,19
2/1/2020,2/29/2020,By Month,Delaware,Male,All Ages,0,375,10,0,0,11
3/1/2020,3/31/2020,By Month,Delaware,Male,All Ages,0,441,29,0,0,36
4/1/2020,4/30/2020,By Month,Delaware,Male,All Ages,84,500,64,38,0,110
5/1/2020,5/31/2020,By Month,Delaware,Male,All Ages,129,549,61,49,0,141
6/1/2020,6/30/2020,By Month,Delaware,Male,All Ages,37,411,35,18,0,54
7/1/2020,7/31/2020,By Month,Delaware,Male,All Ages,16,471,25,10,0,31
8/1/2020,8/31/2020,By Month,Delaware,Male,All Ages,13,458,23,0,0,31
9/1/2020,9/30/2020,By Month,Delaware,Male,All Ages,13,448,24,0,0,32
10/1/2020,10/31/2020,By Month,Delaware,Male,All Ages,38,468,36,16,0,58
11/1/2020,11/30/2020,By Month,Delaware,Male,All Ages,52,444,39,28,0,63
12/1/2020,12/31/2020,By Month,Delaware,Male,All Ages,155,672,104,77,0,183
1/1/2021,1/31/2021,By Month,Delaware,Male,All Ages,168,654,107,90,0,185
2/1/2021,2/28/2021,By Month,Delaware,Male,All Ages,73,476,60,43,0,90
3/1/2021,3/31/2021,By Month,Delaware,Male,All Ages,37,489,36,18,0,55
4/1/2021,4/30/2021,By Month,Delaware,Male,All Ages,35,471,33,19,0,49
5/1/2021,5/31/2021,By Month,Delaware,Male,All Ages,22,475,27,11,0,38
6/1/2021,6/30/2021,By Month,Delaware,Male,All Ages,11,432,29,0,0,34
7/1/2021,7/31/2021,By Month,Delaware,Male,All Ages,0,417,20,0,0,27
8/1/2021,8/31/2021,By Month,Delaware,Male,All Ages,28,485,34,19,0,43
9/1/2021,9/30/2021,By Month,Delaware,Male,All Ages,68,511,62,47,0,83
10/1/2021,10/31/2021,By Month,Delaware,Male,All Ages,76,569,69,46,0,99
11/1/2021,11/30/2021,By Month,Delaware,Male,All Ages,49,501,45,34,0,60
12/1/2021,12/31/2021,By Month,Delaware,Male,All Ages,95,597,94,66,0,123
1/1/2022,1/31/2022,By Month,Delaware,Male,All Ages,211,721,136,114,0,233
2/1/2022,2/28/2022,By Month,Delaware,Male,All Ages,73,497,71,48,0,96
3/1/2022,3/31/2022,By Month,Delaware,Male,All Ages,28,471,38,11,0,55
4/1/2022,4/30/2022,By Month,Delaware,Male,All Ages,13,455,27,0,0,35
5/1/2022,5/31/2022,By Month,Delaware,Male,All Ages,21,491,36,10,0,47
6/1/2022,6/30/2022,By Month,Delaware,Male,All Ages,14,418,26,0,0,34
7/1/2022,7/31/2022,By Month,Delaware,Male,All Ages,23,456,37,0,0,53
8/1/2022,8/31/2022,By Month,Delaware,Male,All Ages,22,418,27,12,0,37
9/1/2022,9/24/2022,By Month,Delaware,Male,All Ages,0,171,0,0,0,0
1/1/2020,1/31/2020,By Month,District of Columbia,Male,All Ages,0,336,22,0,0,23
2/1/2020,2/29/2020,By Month,District of Columbia,Male,All Ages,0,286,18,0,0,18
3/1/2020,3/31/2020,By Month,District of Columbia,Male,All Ages,11,273,33,11,0,36
4/1/2020,4/30/2020,By Month,District of Columbia,Male,All Ages,157,511,180,156,0,182
5/1/2020,5/31/2020,By Month,District of Columbia,Male,All Ages,159,491,177,157,0,180
6/1/2020,6/30/2020,By Month,District of Columbia,Male,All Ages,66,326,74,58,0,82
7/1/2020,7/31/2020,By Month,District of Columbia,Male,All Ages,24,297,26,18,0,32
8/1/2020,8/31/2020,By Month,District of Columbia,Male,All Ages,22,315,35,18,0,39
9/1/2020,9/30/2020,By Month,District of Columbia,Male,All Ages,14,276,32,11,0,35
10/1/2020,10/31/2020,By Month,District of Columbia,Male,All Ages,21,307,38,19,0,40
11/1/2020,11/30/2020,By Month,District of Columbia,Male,All Ages,35,298,42,28,0,50
12/1/2020,12/31/2020,By Month,District of Columbia,Male,All Ages,83,404,89,74,0,98
1/1/2021,1/31/2021,By Month,District of Columbia,Male,All Ages,96,415,83,68,0,111
2/1/2021,2/28/2021,By Month,District of Columbia,Male,All Ages,69,338,54,37,0,86
3/1/2021,3/31/2021,By Month,District of Columbia,Male,All Ages,33,332,28,14,0,47
4/1/2021,4/30/2021,By Month,District of Columbia,Male,All Ages,35,302,34,18,0,51
5/1/2021,5/31/2021,By Month,District of Columbia,Male,All Ages,17,299,32,11,0,38
6/1/2021,6/30/2021,By Month,District of Columbia,Male,All Ages,0,302,20,0,0,23
7/1/2021,7/31/2021,By Month,District of Columbia,Male,All Ages,0,325,25,0,0,26
8/1/2021,8/31/2021,By Month,District of Columbia,Male,All Ages,20,329,30,14,0,36
9/1/2021,9/30/2021,By Month,District of Columbia,Male,All Ages,22,291,23,15,0,30
10/1/2021,10/31/2021,By Month,District of Columbia,Male,All Ages,18,344,25,14,0,29
11/1/2021,11/30/2021,By Month,District of Columbia,Male,All Ages,10,300,17,0,0,21
12/1/2021,12/31/2021,By Month,District of Columbia,Male,All Ages,32,363,35,16,0,51
1/1/2022,1/31/2022,By Month,District of Columbia,Male,All Ages,109,434,89,76,0,122
2/1/2022,2/28/2022,By Month,District of Columbia,Male,All Ages,48,314,46,28,0,66
3/1/2022,3/31/2022,By Month,District of Columbia,Male,All Ages,13,297,27,0,0,33
